latitude,longitude
40.64275,-8.64823
40.64274,-8.64824
40.64273,-8.64824
40.64271,-8.64839
40.64252,-8.64928
40.64244,-8.64968
40.64232,-8.6503
40.64198,-8.65199
40.6419795,-8.651994
40.64196,-8.6521
40.64187,-8.65256
40.64185,-8.65267
40.64183,-8.65274
40.64182,-8.65276
40.64181,-8.65279
40.64179,-8.65284
40.64178,-8.65286
40.64175,-8.65292
40.64163,-8.65315
40.64154,-8.65335
40.64146,-8.65357
40.6414623,-8.6535745
40.64146,-8.65359
40.64147,-8.65359
40.64147,-8.6536
40.64147,-8.65361
40.64147,-8.65362
40.64147,-8.65363
40.64147,-8.65364
40.64147,-8.65365
40.64147,-8.65366
40.64146,-8.65368
40.64146,-8.65369
40.64146,-8.6537
40.64145,-8.65371
40.64145,-8.65372
40.64144,-8.65374
40.64143,-8.65375
40.64143,-8.65376
40.64142,-8.65376
40.64141,-8.65377
40.6414,-8.65378
40.64139,-8.65379
40.64138,-8.65379
40.64138,-8.6538
40.64137,-8.6538
40.64136,-8.65381
40.64135,-8.65381
40.64134,-8.65381
40.64133,-8.65381
40.64132,-8.65381
40.64131,-8.65381
40.6413,-8.65381
40.64128,-8.6538
40.64127,-8.6538
40.64126,-8.6538
40.64125,-8.65379
40.64124,-8.65379
40.64123,-8.65378
40.64122,-8.65377
40.64121,-8.65376
40.64121,-8.65375
40.6412,-8.65375
40.64119,-8.65374
40.64119,-8.65373
40.64119,-8.65372
40.64118,-8.65372
40.64118,-8.65371
40.64118,-8.6537
40.64117,-8.65369
40.64117,-8.65368
40.64117,-8.65366
40.64117,-8.65365
40.64117,-8.65364
40.64117,-8.65362
40.64117,-8.65361
40.64118,-8.6536
40.64118,-8.65359
40.64118,-8.65357
40.64119,-8.65356
40.64119,-8.65355
40.6412,-8.65354
40.6412,-8.65353
40.64111,-8.65331
40.6411063,-8.6533077
40.6411063,-8.6533077
40.64101,-8.65319
40.64094,-8.65311
40.64088,-8.65304
40.64086,-8.65302
40.64078,-8.65291
40.64073,-8.65283
40.6407,-8.65277
40.64068,-8.65272
40.64059,-8.65238
40.64047,-8.65193
40.64044,-8.65184
40.64043,-8.65179
40.64041,-8.65176
40.64019,-8.6515
40.64007,-8.65134
40.63988,-8.65111
40.63972,-8.65092
40.63947,-8.6506
40.63943,-8.65059
40.63937,-8.65056
40.63933,-8.65055
40.63922,-8.65055
40.6392214,-8.6505549
40.63921,-8.65057
40.6392,-8.65058
40.6392,-8.6506
40.63919,-8.65061
40.63918,-8.65062
40.63916,-8.65064
40.63915,-8.65065
40.63914,-8.65066
40.63887,-8.65104
40.6388,-8.65113
40.63873,-8.65124
40.63862,-8.65139
40.63857,-8.65147
40.63853,-8.65153
40.6383,-8.65186
40.6381,-8.65213
40.63807,-8.65217
40.63779,-8.6525
40.63773,-8.65254
40.63757,-8.65274
40.63755,-8.65277
40.6375,-8.65282
40.63725,-8.6531
40.63718,-8.65318
40.63713,-8.65326
40.6371252,-8.6532636
40.63701,-8.65345
40.63691,-8.6536
40.63681,-8.65378
40.6367,-8.65394
40.63667,-8.654
40.63658,-8.65412
40.63648,-8.65425
40.63644,-8.65429
40.6363,-8.65446
40.63626,-8.65451
40.63615,-8.65462
40.63601,-8.65477
40.63569,-8.65512
40.63554,-8.65532
40.6355366,-8.6553194
40.63556,-8.65533
40.63558,-8.65534
40.6356,-8.65535
40.63562,-8.65537
40.63564,-8.65538
40.63565,-8.65541
40.63567,-8.65543
40.63568,-8.65545
40.6357,-8.65549
40.6357,-8.65551
40.63571,-8.65553
40.63571,-8.65556
40.63571,-8.65558
40.63572,-8.65561
40.63571,-8.65563
40.63571,-8.65566
40.63571,-8.65568
40.63568,-8.65573
40.63565,-8.65577
40.63561,-8.65581
40.63556,-8.65585
40.6355,-8.65589
40.63545,-8.65592
40.63538,-8.65595
40.63536,-8.65595
40.63534,-8.65595
40.63532,-8.65594
40.63529,-8.65594
40.63527,-8.65593
40.63526,-8.65592
40.63524,-8.65591
40.63521,-8.65588
40.63519,-8.65585
40.63518,-8.65582
40.63517,-8.65578
40.63517,-8.65575
40.63517,-8.65571
40.63517,-8.65567
40.63517,-8.65564
40.63518,-8.6556
40.63518,-8.65557
40.63519,-8.65553
40.6352,-8.65549
40.63522,-8.65545
40.63524,-8.65542
40.63526,-8.65539
40.63529,-8.65536
40.63532,-8.65534
40.63535,-8.65532
40.63538,-8.65531
40.63543,-8.6553
40.6356,-8.65508
40.63565,-8.65502
40.63585,-8.6548
40.63592,-8.65473
40.63608,-8.65455
40.63621,-8.65442
40.63625,-8.65437
40.63636,-8.65425
40.63646,-8.65414
40.6365,-8.6541
40.63658,-8.65398
40.63679,-8.65362
40.63691,-8.65339
40.63695,-8.65332
40.63698,-8.65326
40.63704,-8.65316
40.6370411,-8.6531643
40.63708,-8.65312
40.63714,-8.65305
40.63744,-8.65272
40.63746,-8.65269
40.63752,-8.65263
40.637515,-8.6526349
40.63763,-8.65254
40.63772,-8.65245
40.63784,-8.65232
40.63794,-8.65219
40.63801,-8.65209
40.63818,-8.65186
40.6381772,-8.6518551
40.6381772,-8.6518551
40.63843,-8.6515
40.63861,-8.65121
40.63876,-8.65096
40.63909,-8.65042
40.6390889,-8.6504249
40.63918,-8.65028
40.63919,-8.65025
40.63924,-8.65018
40.63964,-8.64951
40.63981,-8.64923
40.6399,-8.6491
40.63994,-8.64904
40.64004,-8.64891
40.6401,-8.64884
40.64012,-8.6488
40.64014,-8.64875
40.64017,-8.64873
40.6401705,-8.6487272
40.63972,-8.64766
40.63958,-8.64733
40.63957,-8.64732
40.63947,-8.64715
40.6388,-8.64608
40.63876,-8.64596
40.63873,-8.64581
40.6387334,-8.6458127
40.63871,-8.64581
40.63869,-8.64581
40.63868,-8.6458
40.63867,-8.6458
40.63866,-8.64579
40.63864,-8.64578
40.63863,-8.64577
40.63862,-8.64576
40.63861,-8.64575
40.6386,-8.64574
40.6386,-8.64572
40.63859,-8.64571
40.63858,-8.64569
40.63857,-8.64568
40.63857,-8.64566
40.63857,-8.64564
40.63856,-8.64563
40.63856,-8.64561
40.63856,-8.64559
40.63856,-8.64558
40.63856,-8.64557
40.63856,-8.64556
40.63856,-8.64555
40.63857,-8.64554
40.63857,-8.64553
40.63857,-8.64552
40.63857,-8.64551
40.63849,-8.64546
40.63838,-8.64541
40.63834,-8.64538
40.63831,-8.64535
40.63805,-8.64502
40.63796,-8.6449
40.63788,-8.64481
40.63788,-8.6448
40.6377,-8.64454
40.63761,-8.64436
40.6376096,-8.644358
40.6376,-8.64436
40.63759,-8.64436
40.63759,-8.64437
40.63758,-8.64437
40.63757,-8.64437
40.63756,-8.64437
40.63755,-8.64437
40.63755,-8.64436
40.63754,-8.64436
40.63753,-8.64436
40.63752,-8.64435
40.63751,-8.64435
40.63751,-8.64434
40.6375,-8.64434
40.6375,-8.64433
40.63749,-8.64433
40.63749,-8.64432
40.63748,-8.64431
40.63748,-8.6443
40.63748,-8.64429
40.63747,-8.64429
40.63747,-8.64428
40.63747,-8.64427
40.63747,-8.64426
40.63746,-8.64425
40.63746,-8.64424
40.63746,-8.64423
40.63746,-8.64422
40.63746,-8.64421
40.63746,-8.6442
40.63746,-8.64419
40.63747,-8.64419
40.63747,-8.64418
40.63747,-8.64417
40.63747,-8.64416
40.63748,-8.64415
40.63748,-8.64414
40.63749,-8.64413
40.63749,-8.64412
40.6375,-8.64412
40.6375,-8.64411
40.63751,-8.6441
40.63752,-8.6441
40.63752,-8.64409
40.63753,-8.64409
40.63746,-8.64398
40.63736,-8.64375
40.63732,-8.64361
40.6373,-8.64354
40.63725,-8.64343
40.63722,-8.64337
40.63718,-8.6432
40.63717,-8.64316
40.63715,-8.64309
40.63712,-8.64302
40.63709,-8.64297
40.63706,-8.64293
40.63701,-8.64289
40.63695,-8.64286
40.6369,-8.64283
40.63674,-8.64277
40.63656,-8.6427
40.63646,-8.64265
40.63641,-8.6426
40.6364099,-8.6425952
40.6359,-8.64253
40.63577,-8.64252
40.63572,-8.64252
40.63566,-8.64252
40.63558,-8.64253
40.63551,-8.64254
40.63545,-8.64256
40.63539,-8.64257
40.63527,-8.64262
40.63522,-8.64264
40.63505,-8.64274
40.63451,-8.64309
40.63447,-8.64313
40.63445,-8.64314
40.63443,-8.64316
40.63437,-8.64323
40.63431,-8.6433
40.63428,-8.64335
40.63419,-8.64351
40.6341886,-8.6435129
40.63417,-8.64355
40.63415,-8.64358
40.63413,-8.64359
40.63412,-8.64359
40.63408,-8.6436
40.63404,-8.64359
40.634,-8.64358
40.63398,-8.64358
40.63397,-8.64357
40.63395,-8.64357
40.63389,-8.64357
40.63384,-8.64358
40.63378,-8.64359
40.63376,-8.6436
40.6336,-8.64365
40.63354,-8.64367
40.63347,-8.64368
40.63342,-8.64369
40.6334,-8.64369
40.63328,-8.64368
40.63228,-8.64349
40.63221,-8.64349
40.63208,-8.64349
40.63202,-8.64349
40.63196,-8.64351
40.63164,-8.64357
40.63122,-8.64365
40.63116,-8.64367
40.6311,-8.64371
40.631,-8.64377
40.63095,-8.64379
40.6309499,-8.6437937
40.63089,-8.64377
40.63087,-8.64375
40.63084,-8.64372
40.63076,-8.64363
40.63073,-8.64357
40.63058,-8.64336
40.63055,-8.64331
40.63049,-8.64325
40.63047,-8.64321
40.6304686,-8.6432053
40.63046,-8.64321
40.63044,-8.64322
40.63043,-8.64322
40.63041,-8.64322
40.6304,-8.64322
40.63038,-8.64322
40.63036,-8.64322
40.6303,-8.64328
40.63027,-8.64331
40.6302,-8.6434
40.63007,-8.64359
40.63002,-8.64365
40.62998,-8.64369
40.62994,-8.64374
40.62987,-8.64379
40.62974,-8.64391
40.6297354,-8.6439124
40.62963,-8.64406
40.62954,-8.64418
40.62945,-8.64431
40.62895,-8.64503
40.62886,-8.64516
40.62873,-8.64536
40.62824,-8.64606
40.62823,-8.64607
40.62748,-8.64716
40.62734,-8.64733
40.62725,-8.64744
40.62714,-8.64754
40.627,-8.64768
40.62666,-8.64799
40.62663,-8.64801
40.62618,-8.6484
40.62603,-8.64853
40.62558,-8.64892
40.62535,-8.64912
40.62515,-8.64931
40.6251549,-8.6493143
40.62501,-8.64938
40.62472,-8.64964
40.62458,-8.64975
40.62444,-8.64986
40.62437,-8.64993
40.6243,-8.64998
40.62422,-8.65007
40.62407,-8.65023
40.62402,-8.65028
40.62394,-8.65035
40.62394,-8.65036
40.62394,-8.65038
40.62393,-8.6504
40.62393,-8.65041
40.62393,-8.65043
40.62392,-8.65043
40.62391,-8.65045
40.6239,-8.65048
40.62388,-8.65049
40.62386,-8.65051
40.62385,-8.65051
40.62384,-8.65052
40.62382,-8.65053
40.62381,-8.65053
40.62379,-8.65053
40.62377,-8.65052
40.62376,-8.65052
40.62367,-8.65058
40.6236,-8.65062
40.62319,-8.65097
40.62318,-8.65098
40.623179,-8.6509784
40.62323,-8.65112
40.62344,-8.65169
40.6234383,-8.6516898
40.62339,-8.65176
40.6233,-8.6519
40.62324,-8.65201
40.62314,-8.65221
40.62307,-8.65232
40.62297,-8.65254
40.62288,-8.65271
40.62283,-8.65279
40.62275,-8.65293
40.62272,-8.65298
40.6226,-8.65316
40.62246,-8.65339
40.62225,-8.65369
40.62221,-8.65374
40.62217,-8.65379
40.6221,-8.65384
40.62204,-8.65388
40.62199,-8.65391
40.62193,-8.65394
40.62186,-8.65397
40.62146,-8.65408
40.62131,-8.65415
40.62124,-8.65419
40.62119,-8.65422
40.62115,-8.65426
40.62111,-8.65431
40.62106,-8.65437
40.62102,-8.65445
40.62096,-8.65455
40.62088,-8.65474
40.62072,-8.65509
40.62062,-8.65534
40.62054,-8.65556
40.62048,-8.65578
40.62045,-8.65591
40.62042,-8.65605
40.62038,-8.6562
40.6203828,-8.6561994
40.62044,-8.65623
40.6208,-8.65637
40.62096,-8.65643
40.62122,-8.65654
40.6212241,-8.6565399
40.62122,-8.65659
40.62122,-8.65664
40.62124,-8.65676
40.62129,-8.65699
40.62133,-8.65714
40.6214,-8.65732
40.62148,-8.65748
40.6216,-8.65774
40.62179,-8.65813
40.62189,-8.65831
40.62197,-8.65843
40.6222,-8.65866
40.62258,-8.65899
40.62289,-8.65925
40.62293,-8.65928
40.62302,-8.65935
40.6233,-8.65956
40.6233004,-8.6595569
40.6233004,-8.6595569
40.62438,-8.6603
40.62475,-8.66057
40.62491,-8.66071
40.62508,-8.66086
40.62531,-8.66112
40.62553,-8.66137
40.6257,-8.66161
40.62571,-8.66162
40.62582,-8.66179
40.62584,-8.66181
40.62618,-8.66212
40.62629,-8.6622
40.62634,-8.66224
40.62639,-8.66227
40.62644,-8.66228
40.6265,-8.66229
40.62656,-8.66229
40.62666,-8.66229
40.62675,-8.66228
40.62682,-8.66226
40.62686,-8.66224
40.62691,-8.66218
40.62695,-8.66208
40.62698,-8.66175
40.62701,-8.66155
40.62702,-8.66148
40.62703,-8.66139
40.62706,-8.66128
40.62707,-8.6612
40.6271,-8.66115
40.62712,-8.66111
40.62716,-8.66106
40.6271588,-8.6610557
40.62724,-8.66104
40.62733,-8.66104
40.62738,-8.66102
40.62741,-8.66102
40.6276,-8.6609
40.62763,-8.66088
40.62807,-8.6606
40.62826,-8.66049
40.62839,-8.66039
40.62849,-8.6603
40.62856,-8.6602
40.62863,-8.66012
40.62873,-8.66
40.62879,-8.65994
40.62881,-8.65993
40.62883,-8.65991
40.62892,-8.65986
40.6289226,-8.6598576
40.629,-8.65983
40.62907,-8.6598
40.62912,-8.65979
40.6292,-8.65979
40.62926,-8.65979
40.62933,-8.65981
40.62939,-8.65982
40.62945,-8.65984
40.6295,-8.65986
40.62955,-8.65989
40.6295469,-8.6598945
40.62964,-8.65976
40.63009,-8.65918
40.6297,-8.65864
40.62967,-8.65859
40.62953,-8.65842
40.62945,-8.65831
40.62931,-8.65812
40.62901,-8.65772
40.62892,-8.6576
40.62881,-8.65744
40.62872,-8.65731
40.62866,-8.65719
40.62865,-8.65717
40.62857,-8.65695
40.62852,-8.65669
40.6285,-8.65651
40.6285,-8.65637
40.62851,-8.65631
40.62852,-8.65621
40.62856,-8.65599
40.62857,-8.65594
40.62868,-8.6557
40.62883,-8.65545
40.62886,-8.65542
40.62899,-8.65527
40.629,-8.65526
40.62902,-8.65524
40.62918,-8.65506
40.6293,-8.65498
40.6294,-8.65493
40.62951,-8.65489
40.62965,-8.65485
40.62975,-8.65485
40.62999,-8.65491
40.6299949,-8.6549122
40.63008,-8.65478
40.63033,-8.65446
40.63033,-8.65443
40.63035,-8.6544
40.63037,-8.65437
40.63045,-8.65424
40.6304477,-8.6542438
40.63044,-8.65423
40.63044,-8.65422
40.63044,-8.65421
40.63044,-8.6542
40.63044,-8.65419
40.63044,-8.65418
40.63044,-8.65417
40.63044,-8.65416
40.63044,-8.65415
40.63044,-8.65414
40.63044,-8.65412
40.63045,-8.65411
40.63045,-8.6541
40.63045,-8.65409
40.63046,-8.65408
40.63046,-8.65407
40.63047,-8.65406
40.63047,-8.65405
40.63048,-8.65405
40.63048,-8.65404
40.63049,-8.65403
40.6305,-8.65402
40.63051,-8.65402
40.63052,-8.65401
40.63053,-8.654
40.63054,-8.654
40.63055,-8.654
40.63057,-8.65394
40.63068,-8.6537
40.63071,-8.6536
40.63075,-8.65349
40.63077,-8.65342
40.6307684,-8.653423
40.6307684,-8.653423
40.63075,-8.65349
40.63071,-8.6536
40.63068,-8.6537
40.63066,-8.65384
40.63063,-8.65402
40.630634,-8.6540198
40.63064,-8.65402
40.63064,-8.65403
40.63065,-8.65403
40.63065,-8.65404
40.63066,-8.65405
40.63067,-8.65405
40.63067,-8.65406
40.63068,-8.65407
40.63068,-8.65408
40.63068,-8.65409
40.63069,-8.6541
40.63069,-8.65411
40.63069,-8.65412
40.6307,-8.65413
40.6307,-8.65414
40.6307,-8.65415
40.6307,-8.65416
40.6307,-8.65417
40.63084,-8.65426
40.63162,-8.65473
40.63248,-8.65526
40.63315,-8.65567
40.63325,-8.65573
40.63371,-8.65596
40.63397,-8.65612
40.63402,-8.65616
40.6341,-8.65621
40.63417,-8.65625
40.63423,-8.65627
40.63426,-8.65627
40.63435,-8.65627
40.63441,-8.65626
40.63445,-8.65625
40.63449,-8.65623
40.63456,-8.65619
40.63462,-8.65612
40.63468,-8.65607
40.63474,-8.65601
40.63486,-8.65588
40.63496,-8.65579
40.63505,-8.6557
40.6350506,-8.6557029
